id, order, scheduledStopPointRef, forAlighting, forBoarding, journeyPatternRef
113921308239942608_7,8,113921308239942608_7,1,1,113921308239942608
113921308239942608_8,9,113921308239942608_8,1,1,113921308239942608
113921308239942608_9,10,113921308239942608_9,1,1,113921308239942608
113921308239942608_10,11,113921308239942608_10,1,1,113921308239942608
113921308239942608_11,12,113921308239942608_11,1,1,113921308239942608
113921308239942608_12,13,113921308239942608_12,1,1,113921308239942608
113921308239942608_13,14,113921308239942608_13,1,1,113921308239942608
113921308239942608_14,15,113921308239942608_14,1,1,113921308239942608
113921308239942608_15,16,113921308239942608_15,1,1,113921308239942608
113921308239942608_16,17,113921308239942608_16,1,1,113921308239942608
113921308239942608_17,18,113921308239942608_17,1,1,113921308239942608
113921308239942608_18,19,113921308239942608_18,1,1,113921308239942608
113921308239942608_19,20,113921308239942608_19,1,1,113921308239942608
113989506240181510_1,2,113989506240181510_1,2,1,113989506240181510
113989506240181510_2,3,113989506240181510_2,1,1,113989506240181510
113989506240181510_3,4,113989506240181510_3,1,1,113989506240181510
113989506240181510_4,5,113989506240181510_4,1,1,113989506240181510
113989506240181510_5,6,113989506240181510_5,1,1,113989506240181510
113989506240181510_6,7,113989506240181510_6,1,1,113989506240181510
113989506240181510_7,8,113989506240181510_7,1,1,113989506240181510
113989506240181510_8,9,113989506240181510_8,1,1,113989506240181510
113989506240181510_9,10,113989506240181510_9,1,1,113989506240181510
113989506240181510_10,11,113989506240181510_10,1,1,113989506240181510
113989506240181510_11,12,113989506240181510_11,1,1,113989506240181510
113989506240181510_12,13,113989506240181510_12,1,1,113989506240181510
113989506240181510_13,14,113989506240181510_13,1,1,113989506240181510
113989506240181510_14,15,113989506240181510_14,1,1,113989506240181510
113989506240181510_15,16,113989506240181510_15,1,1,113989506240181510
113989506240181510_16,17,113989506240181510_16,1,1,113989506240181510
113989506240181510_17,18,113989506240181510_17,1,1,113989506240181510
113989506240181510_18,19,113989506240181510_18,1,1,113989506240181510
113989506240181510_19,20,113989506240181510_19,1,1,113989506240181510
113989506240181510_20,21,113989506240181510_20,1,1,113989506240181510
113989506240181510_21,22,113989506240181510_21,1,1,113989506240181510
113989506240181510_22,23,113989506240181510_22,1,1,113989506240181510
113989506240181510_23,24,113989506240181510_23,1,1,113989506240181510
113994527240181510_1,2,113994527240181510_1,1,1,113994527240181510
113994527240181510_2,3,113994527240181510_2,1,1,113994527240181510
113994527240181510_3,4,113994527240181510_3,1,1,113994527240181510
113994527240181510_4,5,113994527240181510_4,1,1,113994527240181510
113994527240181510_5,6,113994527240181510_5,1,1,113994527240181510
113994527240181510_6,7,113994527240181510_6,1,1,113994527240181510
113994527240181510_7,8,113994527240181510_7,1,1,113994527240181510
113994527240181510_8,9,113994527240181510_8,1,1,113994527240181510
113994527240181510_9,10,113994527240181510_9,1,1,113994527240181510
113994527240181510_10,11,113994527240181510_10,1,1,113994527240181510
113994527240181510_11,12,113994527240181510_11,1,1,113994527240181510
113994527240181510_12,13,113994527240181510_12,1,1,113994527240181510
113994527240181510_13,14,113994527240181510_13,1,1,113994527240181510
113994527240181510_14,15,113994527240181510_14,1,1,113994527240181510
113994527240181510_15,16,113994527240181510_15,1,1,113994527240181510
113994527240181510_16,17,113994527240181510_16,1,1,113994527240181510
113994527240181510_17,18,113994527240181510_17,1,1,113994527240181510
113994527240181510_18,19,113994527240181510_18,1,1,113994527240181510
113994527240181510_19,20,113994527240181510_19,1,1,113994527240181510
113994527240181510_20,21,113994527240181510_20,1,1,113994527240181510
113994527240181510_21,22,113994527240181510_21,1,1,113994527240181510
113994527240181510_22,23,113994527240181510_22,1,1,113994527240181510
113994527240181510_23,24,113994527240181510_23,1,1,113994527240181510
113994527240181510_24,25,113994527240181510_24,1,1,113994527240181510
113994527240181510_25,26,113994527240181510_25,1,2,113994527240181510
113994564240181510_1,2,113994564240181510_1,1,1,113994564240181510
113994564240181510_2,3,113994564240181510_2,1,1,113994564240181510
113994564240181510_3,4,113994564240181510_3,1,1,113994564240181510
113994564240181510_4,5,113994564240181510_4,1,1,113994564240181510
113994564240181510_5,6,113994564240181510_5,1,2,113994564240181510
113835519239379008_1,2,113835519239379008_1,2,1,113835519239379008
113835519239379008_2,3,113835519239379008_2,1,1,113835519239379008
113835519239379008_3,4,113835519239379008_3,1,1,113835519239379008
113835519239379008_4,5,113835519239379008_4,1,1,113835519239379008
113835519239379008_5,6,113835519239379008_5,1,1,113835519239379008
113835519239379008_6,7,113835519239379008_6,1,1,113835519239379008
113835519239379008_7,8,113835519239379008_7,1,1,113835519239379008
113835519239379008_8,9,113835519239379008_8,1,1,113835519239379008
113835519239379008_9,10,113835519239379008_9,1,1,113835519239379008
113835519239379008_10,11,113835519239379008_10,1,1,113835519239379008
113835519239379008_11,12,113835519239379008_11,1,1,113835519239379008
113835519239379008_12,13,113835519239379008_12,1,1,113835519239379008
113835519239379008_13,14,113835519239379008_13,1,1,113835519239379008
113835519239379008_14,15,113835519239379008_14,1,1,113835519239379008
113835519239379008_15,16,113835519239379008_15,1,1,113835519239379008
113836059239379008_1,2,113836059239379008_1,2,1,113836059239379008
113836059239379008_2,3,113836059239379008_2,1,1,113836059239379008
113836059239379008_3,4,113836059239379008_3,1,1,113836059239379008
113836059239379008_4,5,113836059239379008_4,1,1,113836059239379008
113836059239379008_5,6,113836059239379008_5,1,1,113836059239379008
113836059239379008_6,7,113836059239379008_6,1,1,113836059239379008
113836059239379008_7,8,113836059239379008_7,1,1,113836059239379008
113836059239379008_8,9,113836059239379008_8,1,1,113836059239379008
113836059239379008_9,10,113836059239379008_9,1,1,113836059239379008
113836059239379008_10,11,113836059239379008_10,1,1,113836059239379008
113836059239379008_11,12,113836059239379008_11,1,1,113836059239379008
113836059239379008_12,13,113836059239379008_12,1,1,113836059239379008
113836059239379008_13,14,113836059239379008_13,1,1,113836059239379008
113836059239379008_14,15,113836059239379008_14,1,1,113836059239379008
113836059239379008_15,16,113836059239379008_15,1,1,113836059239379008
113836059239379008_16,17,113836059239379008_16,1,1,113836059239379008
113836818239379008_1,2,113836818239379008_1,1,1,113836818239379008
113836818239379008_2,3,113836818239379008_2,1,1,113836818239379008
113836818239379008_3,4,113836818239379008_3,1,1,113836818239379008
113836818239379008_4,5,113836818239379008_4,1,1,113836818239379008
113836818239379008_5,6,113836818239379008_5,1,1,113836818239379008
113836818239379008_6,7,113836818239379008_6,1,1,113836818239379008
113836818239379008_7,8,113836818239379008_7,1,1,113836818239379008
113836818239379008_8,9,113836818239379008_8,1,1,113836818239379008
113836818239379008_9,10,113836818239379008_9,1,1,113836818239379008
113836818239379008_10,11,113836818239379008_10,1,1,113836818239379008
113836818239379008_11,12,113836818239379008_11,1,1,113836818239379008
113836818239379008_12,13,113836818239379008_12,1,1,113836818239379008
113836818239379008_13,14,113836818239379008_13,1,1,113836818239379008
113836818239379008_14,15,113836818239379008_14,1,1,113836818239379008
113836818239379008_15,16,113836818239379008_15,1,1,113836818239379008
113836818239379008_16,17,113836818239379008_16,1,1,113836818239379008
113836818239379008_17,18,113836818239379008_17,1,1,113836818239379008
113836818239379008_18,19,113836818239379008_18,1,1,113836818239379008
113836818239379008_19,20,113836818239379008_19,1,1,113836818239379008
113836818239379008_20,21,113836818239379008_20,1,1,113836818239379008
113836818239379008_21,22,113836818239379008_21,1,1,113836818239379008
113836818239379008_22,23,113836818239379008_22,1,1,113836818239379008
113836818239379008_23,24,113836818239379008_23,1,1,113836818239379008
113836818239379008_24,25,113836818239379008_24,1,1,113836818239379008
113836818239379008_25,26,113836818239379008_25,1,1,113836818239379008
113836818239379008_26,27,113836818239379008_26,1,1,113836818239379008
113836818239379008_27,28,113836818239379008_27,1,1,113836818239379008
113836818239379008_28,29,113836818239379008_28,1,1,113836818239379008
113836830239379008_1,2,113836830239379008_1,1,1,113836830239379008
113836830239379008_2,3,113836830239379008_2,1,1,113836830239379008
113836830239379008_3,4,113836830239379008_3,1,1,113836830239379008
113836830239379008_4,5,113836830239379008_4,1,1,113836830239379008
113836830239379008_5,6,113836830239379008_5,1,1,113836830239379008
113836830239379008_6,7,113836830239379008_6,1,1,113836830239379008
113836830239379008_7,8,113836830239379008_7,1,1,113836830239379008
113836830239379008_8,9,113836830239379008_8,1,1,113836830239379008
113836830239379008_9,10,113836830239379008_9,1,1,113836830239379008
113836830239379008_10,11,113836830239379008_10,1,1,113836830239379008
113836830239379008_11,12,113836830239379008_11,1,1,113836830239379008
113836830239379008_12,13,113836830239379008_12,1,1,113836830239379008
113836830239379008_13,14,113836830239379008_13,1,1,113836830239379008
113836830239379008_14,15,113836830239379008_14,1,1,113836830239379008
113836830239379008_15,16,113836830239379008_15,1,1,113836830239379008
113836830239379008_16,17,113836830239379008_16,1,1,113836830239379008
113836830239379008_17,18,113836830239379008_17,1,1,113836830239379008
113836830239379008_18,19,113836830239379008_18,1,1,113836830239379008
113836830239379008_19,20,113836830239379008_19,1,1,113836830239379008
113836830239379008_20,21,113836830239379008_20,1,1,113836830239379008
113836830239379008_21,22,113836830239379008_21,1,1,113836830239379008
113836830239379008_22,23,113836830239379008_22,1,1,113836830239379008
113836830239379008_23,24,113836830239379008_23,1,1,113836830239379008
113836830239379008_24,25,113836830239379008_24,1,1,113836830239379008
113836830239379008_25,26,113836830239379008_25,1,1,113836830239379008
113836830239379008_26,27,113836830239379008_26,1,1,113836830239379008
113836830239379008_27,28,113836830239379008_27,1,1,113836830239379008
113836830239379008_28,29,113836830239379008_28,1,1,113836830239379008
113836854239379008_1,2,113836854239379008_1,1,1,113836854239379008
113836854239379008_2,3,113836854239379008_2,1,1,113836854239379008
113836854239379008_3,4,113836854239379008_3,1,1,113836854239379008
113836854239379008_4,5,113836854239379008_4,1,1,113836854239379008
113836854239379008_5,6,113836854239379008_5,1,1,113836854239379008
113836854239379008_6,7,113836854239379008_6,1,1,113836854239379008
113836854239379008_7,8,113836854239379008_7,1,1,113836854239379008
113836854239379008_8,9,113836854239379008_8,1,1,113836854239379008
113836854239379008_9,10,113836854239379008_9,1,1,113836854239379008
113836854239379008_10,11,113836854239379008_10,1,1,113836854239379008
113836854239379008_11,12,113836854239379008_11,1,1,113836854239379008
113836854239379008_12,13,113836854239379008_12,1,1,113836854239379008
113836854239379008_13,14,113836854239379008_13,1,1,113836854239379008
113836854239379008_14,15,113836854239379008_14,1,1,113836854239379008
113836854239379008_15,16,113836854239379008_15,1,1,113836854239379008
113836854239379008_16,17,113836854239379008_16,1,1,113836854239379008
113836854239379008_17,18,113836854239379008_17,1,1,113836854239379008
113836854239379008_18,19,113836854239379008_18,1,1,113836854239379008
113836854239379008_19,20,113836854239379008_19,1,1,113836854239379008
113836854239379008_20,21,113836854239379008_20,1,1,113836854239379008
113836854239379008_21,22,113836854239379008_21,1,1,113836854239379008
113836854239379008_22,23,113836854239379008_22,1,1,113836854239379008
113836854239379008_23,24,113836854239379008_23,1,1,113836854239379008
113836854239379008_24,25,113836854239379008_24,1,1,113836854239379008
113836854239379008_25,26,113836854239379008_25,1,1,113836854239379008
113836854239379008_26,27,113836854239379008_26,1,1,113836854239379008
113836854239379008_27,28,113836854239379008_27,1,1,113836854239379008
113836854239379008_28,29,113836854239379008_28,1,2,113836854239379008
113836859239379008_1,2,113836859239379008_1,2,1,113836859239379008
113836859239379008_2,3,113836859239379008_2,1,1,113836859239379008
113836859239379008_3,4,113836859239379008_3,1,1,113836859239379008
113836859239379008_4,5,113836859239379008_4,1,1,113836859239379008
113836859239379008_5,6,113836859239379008_5,1,1,113836859239379008
113836859239379008_6,7,113836859239379008_6,1,1,113836859239379008
113836859239379008_7,8,113836859239379008_7,1,1,113836859239379008
113836859239379008_8,9,113836859239379008_8,1,1,113836859239379008
113836859239379008_9,10,113836859239379008_9,1,1,113836859239379008
113836859239379008_10,11,113836859239379008_10,1,1,113836859239379008
113836859239379008_11,12,113836859239379008_11,1,1,113836859239379008
113836859239379008_12,13,113836859239379008_12,1,1,113836859239379008
113836859239379008_13,14,113836859239379008_13,1,1,113836859239379008
113836859239379008_14,15,113836859239379008_14,1,1,113836859239379008
113836859239379008_15,16,113836859239379008_15,1,1,113836859239379008
113836859239379008_16,17,113836859239379008_16,1,1,113836859239379008
113836859239379008_17,18,113836859239379008_17,1,1,113836859239379008
113836859239379008_18,19,113836859239379008_18,1,1,113836859239379008
113836859239379008_19,20,113836859239379008_19,1,1,113836859239379008
113836859239379008_20,21,113836859239379008_20,1,1,113836859239379008
113836859239379008_21,22,113836859239379008_21,1,1,113836859239379008
113836859239379008_22,23,113836859239379008_22,1,1,113836859239379008
113836859239379008_23,24,113836859239379008_23,1,1,113836859239379008
